Date,Percentage
2007-04-30,36.36363636363637
2007-05-01,36.36363636363637
2007-05-02,86.36363636363636
2007-05-03,72.72727272727273
2007-05-04,95.45454545454545
2007-05-07,95.45454545454545
2007-05-08,72.72727272727273
2007-05-09,72.72727272727273
2007-05-10,31.818181818181817
2007-05-11,72.72727272727273
2007-05-14,50.0
2007-05-15,59.09090909090909
2007-05-16,68.18181818181817
2007-05-17,59.09090909090909
2007-05-18,90.9090909090909
2007-05-21,77.27272727272727
2007-05-22,72.72727272727273
2007-05-23,86.36363636363636
2007-05-24,18.181818181818183
2007-05-25,59.09090909090909
2007-05-29,68.18181818181817
2007-05-30,68.18181818181817
2007-05-31,72.72727272727273
2007-06-01,81.81818181818183
2007-06-04,90.9090909090909
2007-06-05,90.9090909090909
2007-06-06,18.181818181818183
2007-06-07,13.636363636363635
2007-06-08,22.727272727272727
2007-06-11,27.27272727272727
2007-06-12,4.545454545454546
2007-06-13,27.27272727272727
2007-06-14,68.18181818181817
2007-06-15,100.0
2007-06-18,100.0
2007-06-19,100.0
2007-06-20,77.27272727272727
2007-06-21,90.9090909090909
2007-06-22,40.909090909090914
2007-06-25,13.636363636363635
2007-06-26,4.545454545454546
2007-06-27,18.181818181818183
2007-06-28,18.181818181818183
2007-06-29,50.0
2007-07-02,100.0
2007-07-03,100.0
2007-07-05,95.45454545454545
2007-07-06,100.0
2007-07-09,100.0
2007-07-10,86.36363636363636
2007-07-11,95.45454545454545
2007-07-12,100.0
2007-07-13,100.0
2007-07-16,100.0
2007-07-17,77.27272727272727
2007-07-18,50.0
2007-07-19,68.18181818181817
2007-07-20,40.909090909090914
2007-07-23,63.63636363636363
2007-07-24,18.181818181818183
2007-07-25,27.27272727272727
2007-07-26,0.0
2007-07-27,0.0
2007-07-30,4.545454545454546
2007-07-31,0.0
2007-08-01,0.0
2007-08-02,4.545454545454546
2007-08-03,0.0
2007-08-06,13.636363636363635
2007-08-07,31.818181818181817
2007-08-08,90.9090909090909
2007-08-09,22.727272727272727
2007-08-10,0.0
2007-08-13,0.0
2007-08-14,0.0
2007-08-15,0.0
2007-08-16,0.0
2007-08-17,0.0
2007-08-20,0.0
2007-08-21,4.545454545454546
2007-08-22,95.45454545454545
2007-08-23,95.45454545454545
2007-08-24,100.0
2007-08-27,100.0
2007-08-28,50.0
2007-08-29,100.0
2007-08-30,100.0
2007-08-31,100.0
2007-09-04,100.0
2007-09-05,86.36363636363636
2007-09-06,86.36363636363636
2007-09-07,40.909090909090914
2007-09-10,36.36363636363637
2007-09-11,81.81818181818183
2007-09-12,77.27272727272727
2007-09-13,86.36363636363636
2007-09-14,72.72727272727273
2007-09-17,31.818181818181817
2007-09-18,100.0
2007-09-19,100.0
2007-09-20,100.0
2007-09-21,100.0
2007-09-24,100.0
2007-09-25,95.45454545454545
2007-09-26,95.45454545454545
2007-09-27,100.0
2007-09-28,100.0
2007-10-01,100.0
2007-10-02,100.0
2007-10-03,95.45454545454545
2007-10-04,95.45454545454545
2007-10-05,100.0
2007-10-08,100.0
2007-10-09,100.0
2007-10-10,100.0
2007-10-11,100.0
2007-10-12,95.45454545454545
2007-10-15,72.72727272727273
2007-10-16,9.090909090909092
2007-10-17,45.45454545454545
2007-10-18,68.18181818181817
2007-10-19,4.545454545454546
2007-10-22,4.545454545454546
2007-10-23,36.36363636363637
2007-10-24,36.36363636363637
2007-10-25,63.63636363636363
2007-10-26,95.45454545454545
2007-10-29,100.0
2007-10-30,86.36363636363636
2007-10-31,95.45454545454545
2007-11-01,40.909090909090914
2007-11-02,68.18181818181817
2007-11-05,9.090909090909092
2007-11-06,59.09090909090909
2007-11-07,9.090909090909092
2007-11-08,18.181818181818183
2007-11-09,0.0
2007-11-12,0.0
2007-11-13,18.181818181818183
2007-11-14,18.181818181818183
2007-11-15,4.545454545454546
2007-11-16,22.727272727272727
2007-11-19,0.0
2007-11-20,17.391304347826086
2007-11-21,0.0
2007-11-23,21.73913043478261
2007-11-26,4.3478260869565215
2007-11-27,34.78260869565217
2007-11-28,86.95652173913044
2007-11-29,91.30434782608695
2007-11-30,95.65217391304348
2007-12-03,91.30434782608695
2007-12-04,91.30434782608695
2007-12-05,95.65217391304348
2007-12-06,100.0
2007-12-07,100.0
2007-12-10,100.0
2007-12-11,4.3478260869565215
2007-12-12,69.56521739130434
2007-12-13,8.695652173913043
2007-12-14,0.0
2007-12-17,0.0
2007-12-18,0.0
2007-12-19,0.0
2007-12-20,0.0
2007-12-21,39.130434782608695
2007-12-24,78.26086956521739
2007-12-26,95.65217391304348
2007-12-27,91.30434782608695
2007-12-28,100.0
2007-12-31,82.6086956521739
2008-01-02,69.56521739130434
2008-01-03,56.52173913043478
2008-01-04,4.3478260869565215
2008-01-07,8.695652173913043
2008-01-08,4.3478260869565215
2008-01-09,21.73913043478261
2008-01-10,39.130434782608695
2008-01-11,13.043478260869565
2008-01-14,34.78260869565217
2008-01-15,8.695652173913043
2008-01-16,4.3478260869565215
2008-01-17,0.0
2008-01-18,4.3478260869565215
2008-01-22,0.0
2008-01-23,0.0
2008-01-24,8.695652173913043
2008-01-25,26.08695652173913
2008-01-28,43.47826086956522
2008-01-29,69.56521739130434
2008-01-30,60.86956521739131
2008-01-31,91.30434782608695
2008-02-01,100.0
2008-02-04,95.65217391304348
2008-02-05,4.3478260869565215
2008-02-06,4.3478260869565215
2008-02-07,8.695652173913043
2008-02-08,4.3478260869565215
2008-02-11,30.434782608695656
2008-02-12,39.130434782608695
2008-02-13,82.6086956521739
2008-02-14,69.56521739130434
2008-02-15,91.30434782608695
2008-02-19,100.0
2008-02-20,100.0
2008-02-21,82.6086956521739
2008-02-22,91.30434782608695
2008-02-25,91.30434782608695
2008-02-26,95.65217391304348
2008-02-27,95.65217391304348
2008-02-28,91.30434782608695
2008-02-29,30.434782608695656
2008-03-03,30.434782608695656
2008-03-04,13.043478260869565
2008-03-05,26.08695652173913
2008-03-06,4.3478260869565215
2008-03-07,4.3478260869565215
2008-03-10,0.0
2008-03-11,52.17391304347826
2008-03-12,60.86956521739131
2008-03-13,65.21739130434783
2008-03-14,26.08695652173913
2008-03-17,8.695652173913043
2008-03-18,60.86956521739131
2008-03-19,8.695652173913043
2008-03-20,30.434782608695656
2008-03-24,60.86956521739131
2008-03-25,86.95652173913044
2008-03-26,91.30434782608695
2008-03-27,95.65217391304348
2008-03-28,80.0
2008-03-31,76.0
2008-04-01,88.46153846153845
2008-04-02,84.61538461538461
2008-04-03,80.76923076923077
2008-04-04,80.76923076923077
2008-04-07,84.61538461538461
2008-04-08,80.76923076923077
2008-04-09,57.692307692307686
2008-04-10,73.07692307692307
2008-04-11,19.230769230769234
2008-04-14,15.384615384615385
2008-04-15,30.76923076923077
2008-04-16,92.3076923076923
2008-04-17,80.76923076923077
2008-04-18,100.0
2008-04-21,100.0
2008-04-22,96.15384615384616
2008-04-23,96.15384615384616
2008-04-24,73.07692307692307
2008-04-25,73.07692307692307
2008-04-28,61.53846153846154
2008-04-29,26.923076923076923
2008-04-30,34.61538461538461
2008-05-01,80.76923076923077
2008-05-02,84.61538461538461
2008-05-05,88.46153846153845
2008-05-06,88.46153846153845
2008-05-07,30.76923076923077
2008-05-08,46.15384615384615
2008-05-09,30.76923076923077
2008-05-12,69.23076923076923
2008-05-13,46.15384615384615
2008-05-14,61.53846153846154
2008-05-15,84.61538461538461
2008-05-16,100.0
2008-05-19,88.46153846153845
2008-05-20,73.07692307692307
2008-05-21,42.30769230769231
2008-05-22,65.38461538461539
2008-05-23,23.076923076923077
2008-05-27,11.538461538461538
2008-05-28,19.230769230769234
2008-05-29,23.076923076923077
2008-05-30,46.15384615384615
2008-06-02,23.076923076923077
2008-06-03,11.538461538461538
2008-06-04,7.6923076923076925
2008-06-05,53.84615384615385
2008-06-06,0.0
2008-06-09,0.0
2008-06-10,0.0
2008-06-11,0.0
2008-06-12,0.0
2008-06-13,0.0
2008-06-16,11.538461538461538
2008-06-17,23.076923076923077
2008-06-18,19.230769230769234
2008-06-19,23.076923076923077
2008-06-20,3.8461538461538463
2008-06-23,3.8461538461538463
2008-06-24,0.0
2008-06-25,23.076923076923077
2008-06-26,0.0
2008-06-27,7.6923076923076925
2008-06-30,7.6923076923076925
2008-07-01,7.6923076923076925
2008-07-02,0.0
2008-07-03,0.0
2008-07-07,0.0
2008-07-08,3.8461538461538463
2008-07-09,3.8461538461538463
2008-07-10,11.538461538461538
2008-07-11,11.538461538461538
2008-07-14,11.538461538461538
2008-07-15,3.8461538461538463
2008-07-16,46.15384615384615
2008-07-17,61.53846153846154
2008-07-18,65.38461538461539
2008-07-21,84.61538461538461
2008-07-22,88.46153846153845
2008-07-23,92.3076923076923
2008-07-24,53.84615384615385
2008-07-25,57.692307692307686
2008-07-28,15.384615384615385
2008-07-29,50.0
2008-07-30,61.53846153846154
2008-07-31,30.76923076923077
2008-08-01,19.230769230769234
2008-08-04,7.6923076923076925
2008-08-05,50.0
2008-08-06,61.53846153846154
2008-08-07,19.230769230769234
2008-08-08,34.61538461538461
2008-08-11,23.076923076923077
2008-08-12,23.076923076923077
2008-08-13,15.384615384615385
2008-08-14,15.384615384615385
2008-08-15,19.230769230769234
2008-08-18,3.8461538461538463
2008-08-19,3.8461538461538463
2008-08-20,15.384615384615385
2008-08-21,19.230769230769234
2008-08-22,30.76923076923077
2008-08-25,7.6923076923076925
2008-08-26,3.8461538461538463
2008-08-27,57.692307692307686
2008-08-28,80.76923076923077
2008-08-29,73.07692307692307
2008-09-02,34.61538461538461
2008-09-03,26.923076923076923
2008-09-04,0.0
2008-09-05,0.0
2008-09-08,3.8461538461538463
2008-09-09,0.0
2008-09-10,3.8461538461538463
2008-09-11,3.8461538461538463
2008-09-12,19.230769230769234
2008-09-15,0.0
2008-09-16,0.0
2008-09-17,0.0
2008-09-18,7.6923076923076925
2008-09-19,96.15384615384616
2008-09-22,65.38461538461539
2008-09-23,46.15384615384615
2008-09-24,50.0
2008-09-25,88.46153846153845
2008-09-26,76.92307692307693
2008-09-29,0.0
2008-09-30,15.384615384615385
2008-10-01,0.0
2008-10-02,0.0
2008-10-03,0.0
2008-10-06,0.0
2008-10-07,0.0
2008-10-08,0.0
2008-10-09,0.0
2008-10-10,0.0
2008-10-13,19.230769230769234
2008-10-14,15.384615384615385
2008-10-15,0.0
2008-10-16,3.8461538461538463
2008-10-17,7.6923076923076925
2008-10-20,61.53846153846154
2008-10-21,19.230769230769234
2008-10-22,0.0
2008-10-23,0.0
2008-10-24,0.0
2008-10-27,0.0
2008-10-28,23.076923076923077
2008-10-29,38.46153846153847
2008-10-30,88.46153846153845
2008-10-31,96.15384615384616
2008-11-03,100.0
2008-11-04,100.0
2008-11-05,96.15384615384616
2008-11-06,30.76923076923077
2008-11-07,84.61538461538461
2008-11-10,53.84615384615385
2008-11-11,7.6923076923076925
2008-11-12,0.0
2008-11-13,53.84615384615385
2008-11-14,0.0
2008-11-17,0.0
2008-11-18,3.8461538461538463
2008-11-19,0.0
2008-11-20,0.0
2008-11-21,3.8461538461538463
2008-11-24,57.692307692307686
2008-11-25,73.07692307692307
2008-11-26,88.46153846153845
2008-11-28,96.15384615384616
2008-12-01,3.8461538461538463
2008-12-02,73.07692307692307
2008-12-03,88.46153846153845
2008-12-04,30.76923076923077
2008-12-05,42.30769230769231
2008-12-08,96.15384615384616
2008-12-09,84.61538461538461
2008-12-10,96.15384615384616
2008-12-11,100.0
2008-12-12,100.0
2008-12-15,88.46153846153845
2008-12-16,100.0
2008-12-17,100.0
2008-12-18,88.46153846153845
2008-12-19,76.92307692307693
2008-12-22,34.61538461538461
2008-12-23,26.923076923076923
2008-12-24,34.61538461538461
2008-12-26,46.15384615384615
2008-12-29,50.0
2008-12-30,80.76923076923077
2008-12-31,96.15384615384616
2009-01-02,100.0
2009-01-05,100.0
2009-01-06,100.0
2009-01-07,88.46153846153845
2009-01-08,84.61538461538461
2009-01-09,30.76923076923077
2009-01-12,7.6923076923076925
2009-01-13,7.6923076923076925
2009-01-14,0.0
2009-01-15,3.8461538461538463
2009-01-16,7.6923076923076925
2009-01-20,0.0
2009-01-21,0.0
2009-01-22,3.8461538461538463
2009-01-23,7.6923076923076925
2009-01-26,23.076923076923077
2009-01-27,61.53846153846154
2009-01-28,100.0
2009-01-29,50.0
2009-01-30,30.76923076923077
2009-02-02,19.230769230769234
2009-02-03,69.23076923076923
2009-02-04,53.84615384615385
2009-02-05,76.92307692307693
2009-02-06,96.15384615384616
2009-02-09,85.18518518518519
2009-02-10,18.51851851851852
2009-02-11,51.85185185185185
2009-02-12,29.629629629629626
2009-02-13,29.629629629629626
2009-02-17,3.7037037037037033
2009-02-18,0.0
2009-02-19,0.0
2009-02-20,0.0
2009-02-23,0.0
2009-02-24,22.22222222222222
2009-02-25,3.7037037037037033
2009-02-26,0.0
2009-02-27,3.7037037037037033
2009-03-02,0.0
2009-03-03,0.0
2009-03-04,29.629629629629626
2009-03-05,7.4074074074074066
2009-03-06,14.814814814814813
2009-03-09,11.11111111111111
2009-03-10,70.37037037037037
2009-03-11,81.48148148148148
2009-03-12,96.29629629629629
2009-03-13,96.29629629629629
2009-03-16,96.29629629629629
2009-03-17,96.29629629629629
2009-03-18,100.0
2009-03-19,100.0
2009-03-20,100.0
2009-03-23,100.0
2009-03-24,96.29629629629629
2009-03-25,100.0
2009-03-26,100.0
2009-03-27,74.07407407407408
2009-03-30,7.4074074074074066
2009-03-31,29.629629629629626
2009-04-01,81.48148148148148
2009-04-02,96.29629629629629
2009-04-03,100.0
2009-04-06,92.5925925925926
2009-04-07,59.25925925925925
2009-04-08,96.29629629629629
2009-04-09,100.0
2009-04-13,100.0
2009-04-14,100.0
2009-04-15,100.0
2009-04-16,100.0
2009-04-17,96.29629629629629
2009-04-20,11.11111111111111
2009-04-21,55.55555555555556
2009-04-22,29.629629629629626
2009-04-23,77.77777777777779
2009-04-24,96.29629629629629
2009-04-27,59.25925925925925
2009-04-28,48.148148148148145
2009-04-29,96.29629629629629
2009-04-30,92.5925925925926
2009-05-01,100.0
2009-05-04,100.0
2009-05-05,100.0
2009-05-06,100.0
2009-05-07,100.0
2009-05-08,100.0
2009-05-11,100.0
2009-05-12,92.5925925925926
2009-05-13,25.925925925925924
2009-05-14,40.74074074074074
2009-05-15,18.51851851851852
2009-05-18,96.29629629629629
2009-05-19,96.29629629629629
2009-05-20,96.29629629629629
2009-05-21,77.77777777777779
2009-05-22,96.29629629629629
2009-05-26,96.29629629629629
2009-05-27,88.88888888888889
2009-05-28,96.29629629629629
2009-05-29,100.0
2009-06-01,100.0
2009-06-02,100.0
2009-06-03,81.48148148148148
2009-06-04,88.88888888888889
2009-06-05,55.55555555555556
2009-06-08,29.629629629629626
2009-06-09,48.148148148148145
2009-06-10,55.55555555555556
2009-06-11,81.48148148148148
2009-06-12,70.37037037037037
2009-06-15,7.4074074074074066
2009-06-16,7.4074074074074066
2009-06-17,7.4074074074074066
2009-06-18,11.11111111111111
2009-06-19,22.22222222222222
2009-06-22,0.0
2009-06-23,7.142857142857142
2009-06-24,21.428571428571427
2009-06-25,82.14285714285714
2009-06-26,92.85714285714286
2009-06-29,96.42857142857143
2009-06-30,96.42857142857143
2009-07-01,96.42857142857143
2009-07-02,46.42857142857143
2009-07-06,35.714285714285715
2009-07-07,14.285714285714285
2009-07-08,10.714285714285714
2009-07-09,10.714285714285714
2009-07-10,7.142857142857142
2009-07-13,21.428571428571427
2009-07-14,60.71428571428571
2009-07-15,100.0
2009-07-16,96.42857142857143
2009-07-17,96.42857142857143
2009-07-20,100.0
2009-07-21,100.0
2009-07-22,100.0
2009-07-23,100.0
2009-07-24,100.0
2009-07-27,96.42857142857143
2009-07-28,92.85714285714286
2009-07-29,71.42857142857143
2009-07-30,85.71428571428571
2009-07-31,92.85714285714286
2009-08-03,100.0
2009-08-04,96.42857142857143
2009-08-05,92.85714285714286
2009-08-06,82.14285714285714
2009-08-07,85.71428571428571
2009-08-10,71.42857142857143
2009-08-11,21.428571428571427
2009-08-12,39.285714285714285
2009-08-13,78.57142857142857
2009-08-14,64.28571428571429
2009-08-17,0.0
2009-08-18,14.285714285714285
2009-08-19,31.03448275862069
2009-08-20,89.65517241379311
2009-08-21,93.10344827586206
2009-08-24,93.10344827586206
2009-08-25,89.65517241379311
2009-08-26,89.65517241379311
2009-08-27,89.65517241379311
2009-08-28,86.20689655172413
2009-08-31,51.724137931034484
2009-09-01,3.4482758620689653
2009-09-02,10.344827586206897
2009-09-03,27.586206896551722
2009-09-04,58.620689655172406
2009-09-08,89.65517241379311
2009-09-09,96.55172413793103
2009-09-10,96.55172413793103
2009-09-11,100.0
2009-09-14,96.55172413793103
2009-09-15,96.55172413793103
2009-09-16,100.0
2009-09-17,96.55172413793103
2009-09-18,93.10344827586206
2009-09-21,82.75862068965517
2009-09-22,96.55172413793103
2009-09-23,68.96551724137932
2009-09-24,24.137931034482758
2009-09-25,34.48275862068966
2009-09-28,51.724137931034484
2009-09-29,44.827586206896555
2009-09-30,62.06896551724138
2009-10-01,13.793103448275861
2009-10-02,13.793103448275861
2009-10-05,27.586206896551722
2009-10-06,86.20689655172413
2009-10-07,86.20689655172413
2009-10-08,93.10344827586206
2009-10-09,100.0
2009-10-12,100.0
2009-10-13,100.0
2009-10-14,96.55172413793103
2009-10-15,93.10344827586206
2009-10-16,86.20689655172413
2009-10-19,96.55172413793103
2009-10-20,68.96551724137932
2009-10-21,55.172413793103445
2009-10-22,72.41379310344827
2009-10-23,34.48275862068966
2009-10-26,10.344827586206897
2009-10-27,3.4482758620689653
2009-10-28,0.0
2009-10-29,6.896551724137931
2009-10-30,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,6.896551724137931
2009-11-05,86.20689655172413
2009-11-06,93.10344827586206
2009-11-09,100.0
2009-11-10,100.0
2009-11-11,100.0
2009-11-12,96.55172413793103
2009-11-13,96.55172413793103
2009-11-16,100.0
2009-11-17,93.10344827586206
2009-11-18,89.65517241379311
2009-11-19,41.37931034482759
2009-11-20,10.344827586206897
2009-11-23,62.06896551724138
2009-11-24,51.724137931034484
2009-11-25,96.55172413793103
2009-11-27,3.4482758620689653
2009-11-30,3.4482758620689653
2009-12-01,72.41379310344827
2009-12-02,100.0
2009-12-03,72.41379310344827
2009-12-04,58.620689655172406
2009-12-07,44.827586206896555
2009-12-08,20.689655172413794
2009-12-09,31.03448275862069
2009-12-10,34.48275862068966
2009-12-11,41.37931034482759
2009-12-14,51.724137931034484
2009-12-15,31.03448275862069
2009-12-16,58.620689655172406
2009-12-17,13.793103448275861
2009-12-18,17.24137931034483
2009-12-21,27.586206896551722
2009-12-22,55.172413793103445
2009-12-23,75.86206896551724
2009-12-24,82.75862068965517
2009-12-28,89.65517241379311
2009-12-29,96.55172413793103
2009-12-30,89.65517241379311
2009-12-31,62.06896551724138
2010-01-04,96.55172413793103
2010-01-05,100.0
2010-01-06,100.0
2010-01-07,100.0
2010-01-08,100.0
2010-01-11,100.0
2010-01-12,72.41379310344827
2010-01-13,86.20689655172413
2010-01-14,82.75862068965517
2010-01-15,20.689655172413794
2010-01-19,51.724137931034484
2010-01-20,10.344827586206897
2010-01-21,0.0
2010-01-22,0.0
2010-01-25,0.0
2010-01-26,0.0
2010-01-27,3.4482758620689653
2010-01-28,0.0
2010-01-29,0.0
2010-02-01,20.689655172413794
2010-02-02,72.41379310344827
2010-02-03,55.172413793103445
2010-02-04,3.4482758620689653
2010-02-05,0.0
2010-02-08,0.0
2010-02-09,17.24137931034483
2010-02-10,10.344827586206897
2010-02-11,65.51724137931035
2010-02-12,44.827586206896555
2010-02-16,96.55172413793103
2010-02-17,100.0
2010-02-18,100.0
2010-02-19,96.55172413793103
2010-02-22,100.0
2010-02-23,34.48275862068966
2010-02-24,51.724137931034484
2010-02-25,31.03448275862069
2010-02-26,48.275862068965516
2010-03-01,68.96551724137932
2010-03-02,82.75862068965517
2010-03-03,89.65517241379311
2010-03-04,93.10344827586206
2010-03-05,100.0
2010-03-08,100.0
2010-03-09,100.0
2010-03-10,100.0
2010-03-11,100.0
2010-03-12,100.0
2010-03-15,82.75862068965517
2010-03-16,96.55172413793103
2010-03-17,96.55172413793103
2010-03-18,86.20689655172413
2010-03-19,58.620689655172406
2010-03-22,51.724137931034484
2010-03-23,68.96551724137932
2010-03-24,20.689655172413794
2010-03-25,31.03448275862069
2010-03-26,41.37931034482759
2010-03-29,79.3103448275862
2010-03-30,75.86206896551724
2010-03-31,82.75862068965517
2010-04-01,100.0
2010-04-05,100.0
2010-04-06,100.0
2010-04-07,86.20689655172413
2010-04-08,72.41379310344827
2010-04-09,93.10344827586206
2010-04-12,93.10344827586206
2010-04-13,79.3103448275862
2010-04-14,89.65517241379311
2010-04-15,82.75862068965517
2010-04-16,24.137931034482758
2010-04-19,10.344827586206897
2010-04-20,41.37931034482759
2010-04-21,17.24137931034483
2010-04-22,20.689655172413794
2010-04-23,51.724137931034484
2010-04-26,58.620689655172406
2010-04-27,0.0
2010-04-28,3.4482758620689653
2010-04-29,48.275862068965516
2010-04-30,10.344827586206897
2010-05-03,24.137931034482758
2010-05-04,3.4482758620689653
2010-05-05,3.4482758620689653
2010-05-06,0.0
2010-05-07,0.0
2010-05-10,26.666666666666668
2010-05-11,22.58064516129032
2010-05-12,64.51612903225806
2010-05-13,38.70967741935484
2010-05-14,9.67741935483871
2010-05-17,9.67741935483871
2010-05-18,3.225806451612903
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,0.0
2010-05-27,81.25
2010-05-28,56.25
2010-06-01,37.5
2010-06-02,90.625
2010-06-03,87.5
2010-06-04,18.75
2010-06-07,6.25
2010-06-08,28.125
2010-06-09,21.875
2010-06-10,96.875
2010-06-11,93.75
2010-06-14,100.0
2010-06-15,100.0
2010-06-16,100.0
2010-06-17,100.0
2010-06-18,100.0
2010-06-21,100.0
2010-06-22,90.625
2010-06-23,68.75
2010-06-24,18.75
2010-06-25,28.125
2010-06-28,21.875
2010-06-29,0.0
2010-06-30,3.125
2010-07-01,0.0
2010-07-02,6.25
2010-07-06,56.25
2010-07-07,96.875
2010-07-08,100.0
2010-07-09,100.0
2010-07-12,100.0
2010-07-13,100.0
2010-07-14,100.0
2010-07-15,100.0
2010-07-16,53.125
2010-07-19,56.25
2010-07-20,65.625
2010-07-21,25.0
2010-07-22,96.875
2010-07-23,96.875
2010-07-26,100.0
2010-07-27,93.75
2010-07-28,87.5
2010-07-29,96.875
2010-07-30,96.875
2010-08-02,100.0
2010-08-03,96.875
2010-08-04,96.875
2010-08-05,96.875
2010-08-06,96.875
2010-08-09,100.0
2010-08-10,65.625
2010-08-11,0.0
2010-08-12,0.0
2010-08-13,6.25
2010-08-16,9.375
2010-08-17,31.25
2010-08-18,43.75
2010-08-19,21.875
2010-08-20,21.875
2010-08-23,25.0
2010-08-24,15.625
2010-08-25,15.625
2010-08-26,15.625
2010-08-27,56.25
2010-08-30,25.0
2010-08-31,34.375
2010-09-01,96.875
2010-09-02,96.96969696969697
2010-09-03,96.96969696969697
2010-09-07,96.96969696969697
2010-09-08,96.96969696969697
2010-09-09,96.96969696969697
2010-09-10,96.96969696969697
2010-09-13,96.96969696969697
2010-09-14,96.96969696969697
2010-09-15,90.9090909090909
2010-09-16,93.93939393939394
2010-09-17,87.87878787878788
2010-09-20,96.96969696969697
2010-09-21,93.93939393939394
2010-09-22,90.9090909090909
2010-09-23,60.60606060606061
2010-09-24,90.9090909090909
2010-09-27,90.9090909090909
2010-09-28,100.0
2010-09-29,97.05882352941177
2010-09-30,88.23529411764706
2010-10-01,97.05882352941177
2010-10-04,61.76470588235294
2010-10-05,97.05882352941177
2010-10-06,97.05882352941177
2010-10-07,91.17647058823529
2010-10-08,91.17647058823529
2010-10-11,88.23529411764706
2010-10-12,85.29411764705883
2010-10-13,94.11764705882352
2010-10-14,97.05882352941177
2010-10-15,91.17647058823529
2010-10-18,88.23529411764706
2010-10-19,2.941176470588235
2010-10-20,55.88235294117647
2010-10-21,52.94117647058824
2010-10-22,61.76470588235294
2010-10-25,82.35294117647058
2010-10-26,38.23529411764706
2010-10-27,26.47058823529412
2010-10-28,47.05882352941176
2010-10-29,55.88235294117647
2010-11-01,64.70588235294117
2010-11-02,94.11764705882352
2010-11-03,94.11764705882352
2010-11-04,100.0
2010-11-05,94.11764705882352
2010-11-08,82.35294117647058
2010-11-09,70.58823529411765
2010-11-10,67.64705882352942
2010-11-11,41.17647058823529
2010-11-12,2.941176470588235
2010-11-15,2.941176470588235
2010-11-16,0.0
2010-11-17,0.0
2010-11-18,26.47058823529412
2010-11-19,55.88235294117647
2010-11-22,44.11764705882353
2010-11-23,0.0
2010-11-24,32.35294117647059
2010-11-26,11.76470588235294
2010-11-29,14.705882352941178
2010-11-30,8.823529411764707
2010-12-01,50.0
2010-12-02,88.23529411764706
2010-12-03,100.0
2010-12-06,100.0
2010-12-07,100.0
2010-12-08,94.11764705882352
2010-12-09,88.23529411764706
2010-12-10,88.23529411764706
2010-12-13,88.23529411764706
2010-12-14,82.35294117647058
2010-12-15,44.11764705882353
2010-12-16,52.94117647058824
2010-12-17,38.23529411764706
2010-12-20,41.17647058823529
2010-12-21,64.70588235294117
2010-12-22,70.58823529411765
2010-12-23,64.70588235294117
2010-12-27,61.76470588235294
2010-12-28,61.76470588235294
2010-12-29,91.17647058823529
2010-12-30,88.23529411764706
2010-12-31,100.0
2011-01-03,97.05882352941177
2011-01-04,88.23529411764706
2011-01-05,70.58823529411765
2011-01-06,41.17647058823529
2011-01-07,23.52941176470588
2011-01-10,17.647058823529413
2011-01-11,29.411764705882355
